reference_number,first_name,middle_name,last_name,gender,date_of_birth,civil_status,religion,sss_number,tin_number,property_area,residency_and_citizenship,contact_number,email_address,facebook_account,no_and_street,barangay,municipality,province,resident_status,length_of_stay,permanent_address,provincial_address,parents_address,education,course,school_last_attended,year_graduated,source_of_funds,employer_business_name,employer_contact_number,position,employment_status,monthly_net_income,employer_business_address,other_income,other_monthly_income,food_and_groceries,electric_and_water,education_and_misc,other_expense,make_brand,series,year_model,variant,color,plate_no,engine_no,chassis_no,transmission,fuel,dealer_name,dealer_address,dealer_contact_number,loan_type,estimated_vehicle_value,down_payment_percentage,loan_amount_term,loan_purpose,marketing_source,sales_representative
250326123036,Janna,Flores,Castro,F,1985-10-31,N,Roman Catholic,213-54-8761,987-65-4356,Urban,Resident Filipino Citizen,9123456824,user36@example.com,fb.com/user36,123 Lychee St.,Barangay Bagong Pag-asa,Quezon City,Metro Manila,Residence,5_to_10_years,"123 Lychee St., Quezon City",555 Provincial Rd.,"666 Parent St., Caloocan",Graduate,Architecture,University of Santo Tomas,2019,Salary,Urban Style Clothing,0917-123-4602,Store Assistant,Employee,307993,"963 Fashion St., Manila",None,0,2500,2000,1000,302493,Isuzu,mu-X,2021,L-Edition,Silver,JKL1234,4JJI-123456,MRAA12CGA001234,Automatic,Gas,Isuzu Quezon City,"123 Isuzu Ave., Quezon City",0917-678-9012,New,312000,0.2,12,Personal,Walk-In,
250326123037,Lorraine,Catamco,Melo,F,1984-03-12,N,Iglesia ni Cristo,213-54-8762,987-65-4357,Semi-Urban,Resident Filipino Citizen,9123456825,user37@example.com,fb.com/user37,456 Olive St.,Barangay Sta. Cruz,Manila City,Metro Manila,Residence,1_to_3_years,"456 Olive St., Manila City",777 Provincial Rd.,"777 Parent St., Taguig",Graduate,Nutrition,University of the Philippines,2021,Salary,Future Ready Cars,0917-123-4603,Sales Associate,Employee,89000,"321 Auto St., Taguig",None,0,2500,2000,1000,83500,Nissan,Navara,2020,EL,White,MNO2345,YD25-765432,GNRD40A0901234,Manual,Gas,Nissan Alabang,"456 Nissan Rd., Alabang",0917-789-0123,New,500000,0.2,12,Personal,Thru Agent,Tony Kim
250326123038,Carl,Mendoza,Luarez,M,1968-06-24,N,Muslim,213-54-8763,987-65-4358,Urban,Resident Filipino Citizen,9123456826,user38@example.com,fb.com/user38,789 Peach St.,Barangay La Loma,Quezon City,Metro Manila,Residence,5_to_10_years,"789 Peach St., Quezon City",888 Provincial Rd.,"888 Parent St., Navotas",Graduate,Occupational Therapy,Philippine Normal University,2018,Salary,Youth Sports Academy,0917-123-4604,Coach,Employee,65000,"654 Sport Ave., Pasig",None,0,2500,2000,1000,59500,Hyundai,Accent,2022,GL,Blue,PQR3456,D3EA-234567,KMHCT4A31NU11234,Automatic,Gas,Hyundai North EDSA,"789 Hyundai Rd., Quezon City",0917-890-1234,New,700000,0.2,24,Personal,Thru Agent,Alice Chen
250326123039,Malou,Obias,Manlapaz,F,1985-06-03,N,Baptist,213-54-8764,987-65-4359,Urban,Resident Filipino Citizen,9123456827,user39@example.com,fb.com/user39,159 Grapefruit Rd.,Barangay Sto. Nino,Pasay City,Metro Manila,Residence,5_to_10_years,"159 Grapefruit Rd., Pasay City",999 Provincial Rd.,"999 Parent St., Manila",Graduate,Computer Science,University of the East,2015,Salary,Happy Tails Veterinary Clinic,0917-123-4605,Vet Technician,Employee,54000,"123 Animal Rd., Quezon City",None,0,2500,2000,1000,48500,Toyota,Hilux,2020,E,Black,STU4567,1GD-123456,MHBK18GGA001234,Manual,Gas,Toyota Makati,"321 Toyota Ave., Makati",0917-901-2345,New,125000,0.2,12,Personal,Thru Agent,Vincent Shaw
250326123040,Marso,Tawagon,San Juan,M,1999-12-22,Y,Roman Catholic,213-54-8765,987-65-4360,Semi-Urban,Resident Filipino Citizen,9123456828,user40@example.com,fb.com/user40,753 Papaya St.,Barangay Balong Bato,San Juan City,Metro Manila,Residence,1_to_3_years,"753 Papaya St., San Juan City",100 Provincial Rd.,"900 Parent St., Makati",Graduate,Business Administration,Ateneo de Manila University,2014,Salary,Bright Future Learning Center,0917-123-4606,Teacher,Employee,50000,"456 Education St., Manila",None,0,2500,2000,1000,44500,Ford,EcoSport,2021,Trend,Red,VWX5678,D3A-654321,MAJ2X1F2G001234,Automatic,Gas,Ford Global City,"654 Ford Blvd., BGC",0917-012-3456,New,187500,0.2,24,Personal,Walk-In,
250326123041,Mary Ann,Mapano,Mateo,F,1979-12-02,N,Iglesia ni Cristo,213-54-8766,987-65-4361,Urban,Resident Filipino Citizen,9123456829,user41@example.com,fb.com/user41,258 Watermelon St.,Barangay San Roque,Marikina City,Metro Manila,Residence,5_to_10_years,"258 Watermelon St., Marikina City",200 Provincial Rd.,"800 Parent St., Taguig",Graduate,Accountancy,San Beda University,2013,Salary,Prime Health Insurance,0917-123-4607,Claims Adjuster,Employee,149000,"789 Insurance Ave., Taguig",None,0,2500,2000,1000,143500,Mitsubishi,Adventure,2020,GLX,Yellow,YZA6789,4D56-321123,MMBR1AAGB001234,Manual,Gas,Mitsubishi Manila,"987 Mitsubishi Rd., Manila",0917-123-4567,New,100000,0.2,12,Personal,Thru Agent,Chris Lee
250326123042,Maly,Diones,Mcdaniel,F,1993-12-03,Y,Muslim,213-54-8767,987-65-4362,Urban,Resident Filipino Citizen,9123456830,user42@example.com,fb.com/user42,753 Pomegranate St.,Barangay San Juan,Manila City,Metro Manila,Residence,1_to_3_years,"753 Pomegranate St., Manila City",300 Provincial Rd.,"700 Parent St., Pasig",Graduate,Hospitality Management,Laguna College,2012,Income from Business,Global Marketing Solutions,0917-123-4608,Marketing Specialist,Registered Business,97505,"321 Market St., Makati",None,0,2500,2000,1000,92005,Kia,Picanto,2021,EX,Green,ABC7891,KAP-123456,KNAF251DGA001234,Automatic,Gas,Kia Pasig,"123 Kia Ave., Pasig",0917-234-5678,New,487500,0.2,24,Personal,Thru Agent,Natalie Park
250326123043,Chara,Senadjan,Valdepe,F,1990-04-18,Y,Baptist,213-54-8768,987-65-4363,Urban,Resident Filipino Citizen,9123456831,user43@example.com,fb.com/user43,369 Avocado St.,Barangay Pinagsama,Taguig City,Metro Manila,Residence,5_to_10_years,"369 Avocado St., Taguig City",400 Provincial Rd.,"600 Parent St., Caloocan",Graduate,Information Technology,De La Salle University,2011,Salary,Westside Fitness Studio,0917-123-4609,Personal Trainer,Employee,34711.98,"654 Fit Ave., Quezon City",None,0,2500,2000,1000,29211.98,Honda,HR-V,2020,S,Gray,DEF8967,L15B-765432,MRHRF3H42L002345,Automatic,Gas,Honda Manila,"456 Honda St., Manila",0917-345-6789,New,200000,0.2,24,Personal,Thru Agent,Jason Park
250326123044,Marla,Perez,Capua,M,1975-10-25,Y,Roman Catholic,213-54-8769,987-65-4364,Urban,Resident Filipino Citizen,9123456832,user44@example.com,fb.com/user44,852 Santol St.,Barangay Longos,Malabon City,Metro Manila,Residence,5_to_10_years,"321 Zucchini St., Taguig City",123 Provincial Rd.,"111 Parent St., Muntinlupa",Graduate,Civil Engineering,Map?a University,2010,Salary,Silver Linings Counseling,0917-123-4610,Therapist,Employee,53100,"987 Mind St., Manila",None,0,2500,2000,1000,47600,Subaru,Forester,2022,2.0i,Silver,GHI4321,EJ20-456789,JF2SH6DCXG123456,Automatic,Gas,Subaru North EDSA,"789 Subaru Rd., Quezon City",0917-456-7890,New,243428,0.2,12,Personal,Walk-In,
250326123045,Alex,Karim,Asistio,M,1991-06-01,N,Iglesia ni Cristo,213-54-8770,987-65-4365,Urban,Resident Filipino Citizen,9123456833,user45@example.com,fb.com/user45,369 Soursop St.,Barangay North,Quezon City,Metro Manila,Residence,1_to_3_years,"369 Soursop St., Quezon City",555 Provincial Rd.,"444 Parent St., Manila",Graduate,Public Administration,University of the Philippines,2009,Salary,Urban Garden Supplies,0917-123-4611,Sales Manager,Employee,62600,"123 Greenhouse Ave., Makati",None,0,2500,2000,1000,57100,Chevrolet,Tracker,2021,LT,Blue,JKL2345,LLT-987654,1G55T1234S000456,Automatic,Gas,Chevrolet Alabang,"321 Chevrolet Rd., Alabang",0917-567-8901,New,399948,0.2,24,Personal,Thru Agent,Ethan Chan
250326123046,Josef,BAYLON,Nierras,M,1989-04-02,Y,Muslim,213-54-8771,987-65-4366,Urban,Resident Filipino Citizen,9123456834,user46@example.com,fb.com/user46,258 Guava St.,Barangay Munoz,San Juan City,Metro Manila,Residence,1_to_3_years,"258 Guava St., San Juan City",123 Provincial Rd.,"123 Parent St., Makati",Graduate,Psychology,University of Santo Tomas,2008,Salary,Artisan Bread Co.,0917-123-4612,Baker,Employee,104000,"456 Bakery St., Pasig",None,0,2500,2000,1000,98500,Ford,Everest,2020,Titanium,Black,MNO1234,2.2L-654321,MAJ5P1F21G001234,Automatic,Gas,Ford Manila,"654 Ford Ave., Manila",0917-678-9012,New,425000,0.2,12,Personal,Thru Agent,Angela Tong
250326123047,Shane,TOLENTINO,Sorio,F,1986-01-17,Y,Baptist,213-54-8772,987-65-4367,Urban,Resident Filipino Citizen,9123456835,user47@example.com,fb.com/user47,147 Moringa St.,Barangay Fort Bonifacio,Taguig City,Metro Manila,Residence,1_to_3_years,"147 Moringa St., Taguig City",789 Provincial Rd.,"456 Parent St., Pasay",Graduate,Marketing,Far Eastern University,2007,Income from Business,Eco-Friendly Products,0917-123-4613,Product Manager,Registered Business,97000,"789 Eco Rd., Quezon City",None,0,2500,2000,1000,91500,Nissan,Terra,2022,VL,Red,PQR5678,YD25-345678,12N00539414,Automatic,Gas,Nissan Quezon City,"987 Nissan Rd., Quezon City",0917-789-0123,New,131175,0.2,24,Personal,Thru Agent,Paul Wong
250326123048,Marky,Encarnacion,Verana,M,1985-01-17,N,Roman Catholic,213-54-8773,987-65-4368,Urban,Resident Filipino Citizen,9123456836,user48@example.com,fb.com/user48,258 Tamarind Rd.,Barangay Poblacion,Manila City,Metro Manila,Residence,5_to_10_years,"258 Tamarind Rd., Manila City",654 Provincial Rd.,"789 Parent St., Caloocan",Graduate,Architecture,National University,2006,Salary,Family Fitness Center,0917-123-4614,Gym Instructor,Employee,78000,"321 Fitness Rd., Taguig",None,0,2500,2000,1000,72500,Mitsubishi,Montero Sport,2021,GT,Silver,STU4568,4D56-123456,MMBF6DGA001234,Automatic,Gas,Mitsubishi Pasig,"123 Mitsubishi Ave., Pasig",0917-890-1234,New,681250,0.2,36,Personal,Walk-In,
250326123049,Charlie,Aragon,De Vera,F,1987-04-19,N,Iglesia ni Cristo,213-54-8774,987-65-4369,Semi-Urban,Resident Filipino Citizen,9123456837,user49@example.com,fb.com/user49,369 Citrus Ave.,Barangay Bagong Pag-asa,Quezon City,Metro Manila,Residence,1_to_3_years,"369 Citrus Ave., Quezon City",432 Provincial Rd.,"234 Parent St., Malabon",Graduate,Nursing,University of the East,2005,Income from Business,Joyful Learning Academy,0917-123-4615,Teacher,Registered Business,176200,"654 Education Ave., Manila",None,0,2500,2000,1000,170700,Hyundai,Staria,2022,GLS,White,VWX6789,G4K-234567,KMHM4A7F5MU000456,Automatic,Gas,Hyundai Alabang,"456 Hyundai St., Alabang",0917-901-2345,New,133490,0.2,12,Personal,Thru Agent,Martin Tan
250326123050,Jemma,Timbol,Go,F,1986-06-02,N,Muslim,213-54-8775,987-65-4370,Urban,Resident Filipino Citizen,9123456838,user50@example.com,fb.com/user50,789 Starfruit St.,Barangay Santo NiNo,Makati City,Metro Manila,Residence,1_to_3_years,"789 Starfruit St., Makati City",321 Provincial Rd.,"567 Parent St., Navotas",Graduate,Pharmacy,University of Santo Tomas,2004,Salary,Bright Minds Tutoring Center,0917-123-4616,Tutor,Employee,24500,"987 Tutor St., Pasig",None,0,2500,2000,1000,19000,Toyota,Innova,2020,G,Blue,ABC6789,2TR-123456,MKBKN6D927000456,Automatic,Gas,Toyota Quezon City,"789 Toyota Rd., Quezon City",0917-012-3456,New,250000,0.2,24,Personal,Thru Agent,Irene Kim
250326123051,Bhem,Tejada,Hipolito,F,1994-05-28,N,Baptist,213-54-8776,987-65-4371,Urban,Resident Filipino Citizen,9123456839,user51@example.com,fb.com/user51,654 Mulberry St.,Barangay Kalayaan,Quezon City,Metro Manila,Residence,1_to_3_years,"654 Mulberry St., Quezon City",758 Provincial Rd.,"678 Parent St., San Juan",Graduate,Education,Philippine Normal University,2003,Income from Business,Premier Real Estate,0917-123-4617,Real Estate Agent,Registered Business,300000,"321 Realty Blvd., Makati",None,0,2500,2000,1000,294500,Subaru,XV,2021,2.0i,Green,DEF1234,EJ20-765432,JF2GPACL6H123456,Automatic,Gas,Subaru Makati,"321 Subaru Rd., Makati",0917-123-4567,New,306250,0.2,24,Personal,Thru Agent,Tom Lee
250326123052,Aileen,Caangay,Abobo,F,1963-04-05,N,Roman Catholic,213-54-8777,987-65-4372,Semi-Urban,Resident Filipino Citizen,9123456840,user52@example.com,fb.com/user52,321 Cassava St.,Barangay Sta. Cruz,San Juan City,Metro Manila,Renting,5_to_10_years,"321 Cassava St., San Juan City",456 Provincial Rd.,"234 Parent St., Taguig",Graduate,Journalism,Ateneo de Manila University,2002,Salary,Fresh Start Cleaners,0917-123-4618,Cleaner,Employee,30910.32,"456 Clean St., Quezon City",None,0,2500,2000,1000,25410.32,Nissan,Navara,2020,EL,Black,GHI2345,YD25-567890,GNRD40A0901234,Manual,Gas,Nissan Manila,"654 Nissan Ave., Manila",0917-234-5678,New,437500,0.2,36,Personal,Walk-In,
250326123053,Roy,Cipriano,Cristobal,M,1995-11-04,Y,Iglesia ni Cristo,213-54-8778,987-65-4373,Rural,Resident Filipino Citizen,9123456841,user53@example.com,fb.com/user53,852 Jackfruit St.,Barangay San Antonio,Mandaluyong City,Metro Manila,Residence,5_to_10_years,"852 Jackfruit St., Mandaluyong City",987 Provincial Rd.,"123 Parent St., Pasay",Graduate,Fine Arts,University of the Philippines,2001,Salary,Starline Logistics,0917-123-4619,Logistics Manager,Employee,35000,"789 Cargo Rd., Manila",None,0,2500,2000,1000,29500,Ford,Ranger,2021,Wildtrak,Red,JKL6789,P4AT-123456,FRTY24GT123456,Manual,Gas,Ford Alabang,"987 Ford St., Alabang",0917-345-6789,New,362500,0.2,24,Personal,Thru Agent,Andrew Ng
250326123054,Roy Ding,BEJUNA,Pagsuguiron,M,1980-02-29,Y,Muslim,213-54-8779,987-65-4374,Urban,Resident Filipino Citizen,9123456842,user54@example.com,fb.com/user54,963 Banana St.,Barangay Longos,Malabon City,Metro Manila,Residence,5_to_10_years,"963 Banana St., Malabon City",654 Provincial Rd.,"789 Parent St., Muntinlupa",Graduate,Engineering Management,Technological Institute of the Philippines,2000,Income from Business,Harmony Yoga Studio,0917-123-4620,Yoga Instructor,Registered Business,85000,"321 Zen St., Taguig",None,0,2500,2000,1000,79500,Kia,Seltos,2022,EX,Yellow,MNO8901,G4F-123456,KNAE35A22L123456,Automatic,Gas,Kia Manila,"123 Kia St., Manila",0917-456-7890,New,133490,0.2,12,Personal,Thru Agent,Olivia Sun
250326123055,Mara,NASAYAO,Tan,F,1990-11-23,Y,Baptist,213-54-8780,987-65-4375,Semi-Urban,Resident Filipino Citizen,9123456843,user55@example.com,fb.com/user55,258 Papaya Ave.,Barangay Poblacion,Quezon City,Metro Manila,Residence,less_than_6_months,"456 Cantaloupe Rd., Taguig City",123 Provincial Rd.,"888 Parent St., Quezon City",Graduate,Philosophy,University of the Philippines,1999,Salary,Golden Age Fitness,0917-123-4621,Personal Trainer,Employee,46000,"654 Workout Ave., Makati",None,0,2500,2000,1000,40500,Chevrolet,Trailblazer,2021,LT,Silver,PQR2345,LE2-987654,1G55T1234S000456,Automatic,Gas,Chevrolet Global City,"456 Chevy Rd., BGC",0917-567-8901,New,387500,0.2,24,Personal,Thru Agent,Frank Bishop
250326123056,Kara,Otico,Saguid,F,1987-04-28,N,Roman Catholic,213-54-8781,987-65-4376,Urban,Resident Filipino Citizen,9123456844,user56@example.com,fb.com/user56,159 Passionfruit St.,Barangay San Miguel,Mandaluyong City,Metro Manila,Residence,1_to_3_years,"159 Passionfruit St., Mandaluyong City",321 Provincial Rd.,"111 Parent St., Pasig",Graduate,Social Work,University of the East,2015,Salary,Happy Heights School,0917-123-4622,Principal,Employee,50137.78,"987 Learning St., Manila",None,0,2500,2000,1000,44637.78,Mitsubishi,L300,2020,FB,White,STU5678,4D56-123456,MMBF6DGA001234,Manual,Gas,Mitsubishi Muntinlupa,"789 Transport St., Muntinlupa",0917-678-9012,New,145114,0.2,36,Personal,Thru Agent,Hannah Wang
250326123057,Carlo,Ruelo,Sarsalijo,M,1983-01-16,N,Iglesia ni Cristo,213-54-8782,987-65-4377,Urban,Resident Filipino Citizen,9123456845,user57@example.com,fb.com/user57,789 Starfruit Ave.,Barangay Marikina,Marikina City,Metro Manila,Residence,1_to_3_years,"789 Starfruit Ave., Marikina City",654 Provincial Rd.,"222 Parent St., Caloocan",Graduate,Biology,University of Santo Tomas,2014,Income from Business,Urban Eats Restaurant,0917-123-4623,Chef,Registered Business,50000,"123 Dine Rd., Quezon City",None,0,2500,2000,1000,44500,Toyota,Hilux,2022,E,Black,VWX6789,1GD-123456,TMMB29DGA001234,Automatic,Gas,Toyota Caloocan,"321 Toyota Blvd., Caloocan",0917-789-0123,New,262500,0.2,24,Personal,Thru Agent,Leo Lin
250326123058,Sen Su,Lolo,Tamala,M,1991-04-17,Y,Muslim,213-54-8783,987-65-4378,Semi-Urban,Resident Filipino Citizen,9123456846,user58@example.com,fb.com/user58,321 Raspberry St.,Barangay Maria Clara,Pasay City,Metro Manila,Residence,1_to_3_years,"321 Raspberry St., Pasay City",987 Provincial Rd.,"333 Parent St., Manila",Graduate,Mathematics,De La Salle University,2013,Salary,Sunshine Daycare Center,0917-123-4624,Daycare Supervisor,Employee,40000,"456 Care Ave., Pasig",None,0,2500,2000,1000,34500,Hyundai,Accent,2021,GL,Blue,ABC5678,D3EA-234567,KMHCT4A31NU11234,Automatic,Gas,Hyundai Pasig,"654 Hyundai Ave., Pasig",0917-890-1234,New,450000,0.2,36,Personal,Thru Agent,Victoria Chan
250326123059,Erol,Dino,Velilla,M,1973-12-05,N,Baptist,213-54-8784,987-65-4379,Rural,Resident Filipino Citizen,9123456847,user59@example.com,fb.com/user59,654 Blackcurrant St.,Barangay San Lorenzo,Makati City,Metro Manila,Residence,5_to_10_years,"654 Blackcurrant St., Makati City",543 Provincial Rd.,"444 Parent St., Taguig",Graduate,Political Science,University of the East,2012,Salary,Breakthrough Technologies,0917-123-4625,Software Developer,Employee,45000,"789 Digital Rd., Makati",None,0,2500,2000,1000,39500,Ford,EcoSport,2021,Trend,Gray,DEF8901,D3A-345678,MAJ5P1F21G001234,Automatic,Gas,Ford Manila,"789 Ford Blvd., Manila",0917-901-2345,New,125000,0.2,12,Personal,Thru Agent,Owen Knight
250326123060,Marana,Rodriguez,Viola,F,1982-08-02,N,Roman Catholic,213-54-8785,987-65-4380,Urban,Resident Filipino Citizen,9123456848,user60@example.com,fb.com/user60,852 Blueberry Rd.,Barangay Pineda,San Juan City,Metro Manila,Residence,1_to_3_years,"852 Blueberry Rd., San Juan City",678 Provincial Rd.,"555 Parent St., Navotas",Graduate,Hospitality Management,Ateneo de Manila University,2011,Salary,Apex Consulting Services,0917-123-4626,Business Consultant,Employee,46410,"321 Consultant Rd., Manila",None,0,2500,2000,1000,40910,Subaru,Forester,2022,2.0i,Silver,GHI1234,EJ20-456789,JF2SH6DCXG123456,Automatic,Gas,Subaru Alabang,"321 Subaru St., Alabang",0917-012-3456,New,481250,0.2,36,Personal,Walk-In,
250326123061,Jamaine,Magbanua,Yulo,F,1988-11-10,Y,Iglesia ni Cristo,213-54-8786,987-65-4381,Semi-Urban,Resident Filipino Citizen,9123456849,user61@example.com,fb.com/user61,963 Peach St.,Barangay Sto. Nino,Quezon City,Metro Manila,Residence,1_to_3_years,"963 Peach St., Quezon City",789 Provincial Rd.,"666 Parent St., Pasig",Graduate,Computer Engineering,Mapua University,2010,Income from Business,Happy Trails Pet Care,0917-123-4627,Pet Groomer,Registered Business,170000,"654 Paw St., Pasig",None,0,2500,2000,1000,164500,Kia,Sportage,2022,EX,Red,JKL6789,D4HB-123456,KNAE35A22L123456,Automatic,Gas,Kia Manila,"456 Kia Rd., Manila",0917-123-4567,New,199480,0.2,12,Personal,Thru Agent,Julian King
250326123062,Alexander,Gardiola,Smith,M,1985-11-08,Y,Catholic,213-54-8787,987-65-4382,Urban,Resident Filipino Citizen,9123456850,user62@example.com,fb.com/user62,456 Mango Ave.,Barangay Bagong Pag-asa,Quezon City,Metro Manila,Residence,1_to_3_years,"135 Pine Rd., Quezon City",75 Provincial Rd.,"478 Parent St., Manila",Graduate,Computer Science,STI Novaliches,2010,Salary,Tech Corp,0917-123-4628,Web Developer,Employee,54000,Tech Building Sample City,None,0,2500,2000,1000,48500,Toyota,Vios,2023,1.5 G,Red,JKL6790,D4HB-123457,KNAE35A22L123457,Automatic,Gas,ABC Motors,123 Dealer St Sample City,02-987-6543,New,593750,0.2,36,,,
250326123063,Benjamin,Jamosa,Johnson,M,1982-06-22,Y,Catholic,213-54-8788,987-65-4383,Urban,Resident Filipino Citizen,9123456851,user63@example.com,fb.com/user63,789 Pineapple Blvd.,Barangay San Isidro,Quezon City,Metro Manila,Residence,5_to_10_years,"852 Palm St., Makati City",951 Provincial Rd.,"159 Parent St., Pasay",Graduate,Information Technology,NU Fairview,2014,Income from Business,Google,0917-123-4629,Data Scientist,Registered Business,39000,Google Bldg. Makati City,None,0,2500,2000,1000,33500,Toyota,Wigo,2025,1.5 G,Black,JKL6791,D4HB-123458,KNAE35A22L123458,Automatic,Gas,Locar Motors ,56 Sampaguita Quezon City,02-890-3254,New,275000,0.2,24,,,
250326123064,Catherine,Mengote,Williams,F,1970-07-02,N,Catholic,213-54-8789,987-65-4384,Urban,Resident Filipino Citizen,9123456852,user64@example.com,fb.com/user64,321 Coconut Dr.,Barangay San Lorenzo,Taguig City,Metro Manila,Residence,1_to_3_years,"246 Coconut St., Makati City",258 Provincial Rd.,"753 Parent St., Taguig",Graduate,Computer Engineering,Electron college,2015,Salary,Ericson,0917-123-4630,Data Scientist,Employee,30486.175,24 Nueva Ecija St Taguig City,None,0,2500,2000,1000,24986.175,Toyota,Vios,2022,1.5 G,White,JKL6792,D4HB-123459,KNAE35A22L123459,Automatic,Gas,Rolly's Cars,62 Prada St Pasay City,02-673-9000,New,405955.5125,0.2,24,,,
250326123065,Daniel,Tacardon,Brown,M,1986-03-17,Y,Catholic,213-54-8790,987-65-4385,Urban,Resident Filipino Citizen,9123456853,user65@example.com,fb.com/user65,654 Banana Ln.,Barangay Fort Bonifacio,Makati City,Metro Manila,Residence,1_to_3_years,"369 Banana Ave., Taguig City",123 Provincial Rd.,"456 Parent St., Pateros",Graduate,Information System,FEU Manila,2013,Salary,Cloudwalk Digital,0917-123-4631,Flight Attendant,Employee,50322,11 Bonifacio St Quezon City,None,0,2500,2000,1000,44822,Honda,Civic,2023,RS Turbo,Red,JKL6793,D4HB-123460,KNAE35A22L123460,Automatic,Gas,Coral Cargine,22 Gardo St Quezon City,02-333-2123,New,268750,0.2,24,,,
